UTC_TIME,Flight,DATE,TIME,FUEL_FLOW_ADDED,FUEL_USED_ADDED,VALUE_FUEL_QTY_ADDED,VALUE_FOB,DIFF_FOB_VALUE_FUEL,FUEL_USED_FOB,FUEL_USED,leakage
2017-01-17 16:26:47,V0965,2017-01-17,16:26:47,8382.762999999999,397.04367,27521.0,27520.0,1.0,0.0,0.0,0.0
2017-01-17 16:26:48,V0965,2017-01-17,16:26:48,8325.773,399.38434,27516.0,27514.0,2.0,6.0,2.2904100000000085,3.7095899999999915
2017-01-17 16:26:49,V0965,2017-01-17,16:26:49,8354.553,401.67475,27509.0,27508.0,1.0,6.0,2.222820000000013,3.777179999999987
2017-01-17 16:26:50,V0965,2017-01-17,16:26:50,7839.664000000001,403.89757000000003,27505.0,27504.0,1.0,4.0,2.142530000000022,1.857469999999978
2017-01-17 16:26:51,V0965,2017-01-17,16:26:51,7321.4580000000005,406.04010000000005,27504.0,27503.0,1.0,1.0,2.0685699999999088,-1.0685699999999088
2017-01-17 16:26:52,V0965,2017-01-17,16:26:52,7411.537,408.10866999999996,27499.0,27499.0,0.0,4.0,2.000190000000032,1.9998099999999681
2017-01-17 16:26:53,V0965,2017-01-17,16:26:53,7293.641,410.10886,27491.0,27489.0,2.0,10.0,2.0045800000000327,7.995419999999967
2017-01-17 16:26:54,V0965,2017-01-17,16:26:54,7166.218999999999,412.11344,27489.0,27486.0,3.0,3.0,1.989309999999989,1.010690000000011
2017-01-17 16:26:55,V0965,2017-01-17,16:26:55,7341.164000000001,414.10275,27481.0,27480.0,1.0,6.0,2.026989999999955,3.973010000000045
2017-01-17 16:26:56,V0965,2017-01-17,16:26:56,7347.536999999999,416.12973999999997,27473.0,27473.0,0.0,7.0,2.0986500000000206,4.9013499999999794
2017-01-17 16:26:57,V0965,2017-01-17,16:26:57,7433.254999999999,418.22839,27467.0,27467.0,0.0,6.0,2.0499100000000112,3.9500899999999888
2017-01-17 16:26:58,V0965,2017-01-17,16:26:58,7445.867,420.2783,27446.0,27445.0,1.0,22.0,2.056199999999933,19.943800000000067
2017-01-17 16:26:59,V0965,2017-01-17,16:26:59,7444.691,422.33449999999993,27444.0,27441.0,3.0,4.0,2.143500000000074,1.8564999999999259
2017-01-17 16:27:00,V0965,2017-01-17,16:27:00,7410.316,424.478,27430.0,27430.0,0.0,11.0,2.095300000000009,8.904699999999991
2017-01-17 16:27:01,V0965,2017-01-17,16:27:01,7460.703,426.5733,27431.0,27429.0,2.0,1.0,2.0476999999999634,-1.0476999999999634
2017-01-17 16:27:02,V0965,2017-01-17,16:27:02,7467.609,428.621,27431.0,27430.0,1.0,-1.0,2.0510000000000446,-3.0510000000000446
2017-01-17 16:27:03,V0965,2017-01-17,16:27:03,7497.074,430.672,27434.0,27431.0,3.0,-1.0,2.050399999999968,-3.050399999999968
2017-01-17 16:27:04,V0965,2017-01-17,16:27:04,7479.84,432.7224,27440.0,27439.0,1.0,-8.0,2.0447000000000344,-10.044700000000034
2017-01-17 16:27:05,V0965,2017-01-17,16:27:05,7376.548,434.7671,27445.0,27443.0,2.0,-4.0,2.0914999999999964,-6.091499999999996
2017-01-17 16:27:06,V0965,2017-01-17,16:27:06,7469.968999999999,436.8586,27449.0,27446.0,3.0,-3.0,2.0475999999999885,-5.0475999999999885
2017-01-17 16:27:07,V0965,2017-01-17,16:27:07,7488.933,438.9062,27450.0,27450.0,0.0,-4.0,2.044399999999996,-6.044399999999996
2017-01-17 16:27:08,V0965,2017-01-17,16:27:08,7407.365,440.9506,27456.0,27455.0,1.0,-5.0,2.0457000000000107,-7.045700000000011
2017-01-17 16:27:09,V0965,2017-01-17,16:27:09,7455.673,442.9963,27460.0,27458.0,2.0,-3.0,2.1889999999999645,-5.1889999999999645
2017-01-17 16:27:10,V0965,2017-01-17,16:27:10,7426.758999999999,445.1853,27460.0,27460.0,0.0,-2.0,2.043700000000001,-4.043700000000001
2017-01-17 16:27:11,V0965,2017-01-17,16:27:11,7453.252,447.229,27465.0,27463.0,2.0,-3.0,2.0395000000000323,-5.039500000000032
2017-01-17 16:27:12,V0965,2017-01-17,16:27:12,7493.671,449.2685,27468.0,27466.0,2.0,-3.0,2.040999999999997,-5.040999999999997
2017-01-17 16:27:13,V0965,2017-01-17,16:27:13,7429.753000000001,451.3095,27469.0,27469.0,0.0,-3.0,2.039100000000019,-5.039100000000019
2017-01-17 16:27:14,V0965,2017-01-17,16:27:14,7429.8460000000005,453.34860000000003,27472.0,27471.0,1.0,-2.0,2.040399999999977,-4.040399999999977
2017-01-17 16:27:15,V0965,2017-01-17,16:27:15,7415.616,455.389,27475.0,27473.0,2.0,-2.0,2.084899999999948,-4.084899999999948
2017-01-17 16:27:16,V0965,2017-01-17,16:27:16,7423.168,457.47389999999996,27477.0,27476.0,1.0,-3.0,2.04200000000003,-5.04200000000003
2017-01-17 16:27:17,V0965,2017-01-17,16:27:17,7393.62,459.5159,27478.0,27475.0,3.0,1.0,2.0365000000000464,-1.0365000000000464
2017-01-17 16:27:18,V0965,2017-01-17,16:27:18,7408.398,461.55240000000003,27482.0,27482.0,0.0,-7.0,2.1298999999999637,-9.129899999999964
2017-01-17 16:27:19,V0965,2017-01-17,16:27:19,7404.683,463.6823,27485.0,27482.0,3.0,0.0,2.082400000000007,-2.082400000000007
2017-01-17 16:27:20,V0965,2017-01-17,16:27:20,7435.705,465.7647,27488.0,27486.0,2.0,-4.0,2.0346000000000117,-6.034600000000012
2017-01-17 16:27:21,V0965,2017-01-17,16:27:21,7453.092000000001,467.7993,27490.0,27489.0,1.0,-3.0,2.035599999999988,-5.035599999999988
2017-01-17 16:27:22,V0965,2017-01-17,16:27:22,7378.91,469.8349,27493.0,27490.0,3.0,-1.0,2.0360999999999763,-3.0360999999999763
2017-01-17 16:27:23,V0965,2017-01-17,16:27:23,7380.123,471.871,27494.0,27492.0,2.0,-2.0,2.032000000000039,-4.032000000000039
2017-01-17 16:27:24,V0965,2017-01-17,16:27:24,7394.653,473.903,27496.0,27496.0,0.0,-4.0,2.0757999999999583,-6.075799999999958
2017-01-17 16:27:25,V0965,2017-01-17,16:27:25,7423.682,475.9788,27498.0,27497.0,1.0,-1.0,2.03550000000007,-3.03550000000007
2017-01-17 16:27:26,V0965,2017-01-17,16:27:26,7362.185,478.01430000000005,27495.0,27494.0,1.0,3.0,2.0283999999999196,0.9716000000000804
2017-01-17 16:27:27,V0965,2017-01-17,16:27:27,7400.83,480.04269999999997,27496.0,27494.0,2.0,0.0,2.1211000000000126,-2.1211000000000126
2017-01-17 16:27:28,V0965,2017-01-17,16:27:28,7415.841,482.1638,27497.0,27496.0,1.0,-2.0,2.07589999999999,-4.07589999999999
2017-01-17 16:27:29,V0965,2017-01-17,16:27:29,7420.543,484.23969999999997,27493.0,27492.0,1.0,4.0,2.0317999999999756,1.9682000000000244
2017-01-17 16:27:30,V0965,2017-01-17,16:27:30,7355.177,486.27149999999995,27484.0,27483.0,1.0,9.0,2.0266000000000304,6.97339999999997
2017-01-17 16:27:31,V0965,2017-01-17,16:27:31,7387.82,488.2981,27486.0,27482.0,4.0,1.0,2.029100000000028,-1.029100000000028
2017-01-17 16:27:32,V0965,2017-01-17,16:27:32,7357.450999999999,490.3272,27486.0,27485.0,1.0,-3.0,2.0278000000000134,-5.027800000000013
2017-01-17 16:27:33,V0965,2017-01-17,16:27:33,7341.459,492.355,27486.0,27484.0,2.0,1.0,2.0740000000000123,-1.0740000000000123
2017-01-17 16:27:34,V0965,2017-01-17,16:27:34,7339.745000000001,494.42900000000003,27487.0,27486.0,1.0,-2.0,2.0276999999999816,-4.027699999999982
2017-01-17 16:27:35,V0965,2017-01-17,16:27:35,7410.2880000000005,496.4567,27487.0,27485.0,2.0,1.0,2.021199999999965,-1.0211999999999648
2017-01-17 16:27:36,V0965,2017-01-17,16:27:36,7303.955,498.4779,27485.0,27482.0,3.0,3.0,2.1148000000000025,0.8851999999999975
2017-01-17 16:27:37,V0965,2017-01-17,16:27:37,7349.252,500.5927,27482.0,27480.0,2.0,2.0,2.0663000000000125,-0.06630000000001246
2017-01-17 16:27:38,V0965,2017-01-17,16:27:38,7364.343000000001,502.659,27480.0,27479.0,1.0,1.0,2.025000000000034,-1.025000000000034
2017-01-17 16:27:39,V0965,2017-01-17,16:27:39,7342.595,504.684,27480.0,27477.0,3.0,2.0,2.022100000000023,-0.0221000000000231
2017-01-17 16:27:40,V0965,2017-01-17,16:27:40,7376.154,506.70610000000005,27472.0,27470.0,2.0,7.0,2.0185999999999353,4.981400000000065
2017-01-17 16:27:41,V0965,2017-01-17,16:27:41,7318.851,508.7247,27468.0,27465.0,3.0,5.0,2.019399999999962,2.980600000000038
2017-01-17 16:27:42,V0965,2017-01-17,16:27:42,7328.435,510.74409999999995,27461.0,27458.0,3.0,7.0,2.064000000000135,4.935999999999865
2017-01-17 16:27:43,V0965,2017-01-17,16:27:43,7351.724,512.8081000000001,27458.0,27456.0,2.0,2.0,2.016499999999951,-0.016499999999950887
2017-01-17 16:27:44,V0965,2017-01-17,16:27:44,7324.044999999999,514.8246,27459.0,27457.0,2.0,-1.0,2.017600000000016,-3.017600000000016
2017-01-17 16:27:45,V0965,2017-01-17,16:27:45,7346.352,516.8422,27458.0,27455.0,3.0,2.0,2.109299999999962,-0.10929999999996198
2017-01-17 16:27:46,V0965,2017-01-17,16:27:46,7360.5419999999995,518.9515,27455.0,27453.0,2.0,2.0,2.0594999999999573,-0.059499999999957254
2017-01-17 16:27:47,V0965,2017-01-17,16:27:47,7342.188,521.011,27456.0,27455.0,1.0,-2.0,2.0160000000000764,-4.016000000000076
2017-01-17 16:27:48,V0965,2017-01-17,16:27:48,7272.896,523.027,27451.0,27449.0,2.0,6.0,2.0060999999999467,3.9939000000000533
2017-01-17 16:27:49,V0965,2017-01-17,16:27:49,7349.195,525.0331,27441.0,27439.0,2.0,10.0,2.0107999999999038,7.989200000000096
2017-01-17 16:27:50,V0965,2017-01-17,16:27:50,7314.69,527.0438999999999,27442.0,27441.0,1.0,-2.0,2.0102000000000544,-4.010200000000054
2017-01-17 16:27:51,V0965,2017-01-17,16:27:51,7280.697,529.0541,27436.0,27435.0,1.0,6.0,2.053100000000086,3.946899999999914
2017-01-17 16:27:52,V0965,2017-01-17,16:27:52,7301.7970000000005,531.1072,27432.0,27431.0,1.0,4.0,2.009999999999877,1.9900000000001228
2017-01-17 16:27:53,V0965,2017-01-17,16:27:53,7248.156000000001,533.1171999999999,27430.0,27428.0,2.0,3.0,2.0058000000001357,0.9941999999998643
2017-01-17 16:27:54,V0965,2017-01-17,16:27:54,7269.465999999999,535.123,27426.0,27424.0,2.0,4.0,2.1000000000000227,1.8999999999999773
2017-01-17 16:27:55,V0965,2017-01-17,16:27:55,7297.436000000001,537.2230000000001,27418.0,27418.0,0.0,6.0,2.053299999999922,3.946700000000078
2017-01-17 16:27:56,V0965,2017-01-17,16:27:56,7269.821,539.2763,27406.0,27406.0,0.0,12.0,2.00630000000001,9.99369999999999
2017-01-17 16:27:57,V0965,2017-01-17,16:27:57,7284.446000000001,541.2826,27394.0,27393.0,1.0,13.0,2.0050999999999704,10.99490000000003
2017-01-17 16:27:58,V0965,2017-01-17,16:27:58,7287.592999999999,543.2877,27384.0,27381.0,3.0,12.0,2.0054000000001224,9.994599999999878
2017-01-17 16:27:59,V0965,2017-01-17,16:27:59,7256.244000000001,545.2931000000001,27369.0,27368.0,1.0,13.0,1.9998999999999114,11.000100000000089
2017-01-17 16:28:00,V0965,2017-01-17,16:28:00,7287.74,547.293,27366.0,27366.0,0.0,2.0,2.046799999999962,-0.04679999999996198
2017-01-17 16:28:01,V0965,2017-01-17,16:28:01,7232.833,549.3398,27355.0,27354.0,1.0,12.0,2.0054999999999836,9.994500000000016
2017-01-17 16:28:02,V0965,2017-01-17,16:28:02,7260.903,551.3453,27346.0,27342.0,4.0,12.0,2.002800000000093,9.997199999999907
2017-01-17 16:28:03,V0965,2017-01-17,16:28:03,7289.33,553.3481,27338.0,27337.0,1.0,5.0,2.092800000000011,2.907199999999989
2017-01-17 16:28:04,V0965,2017-01-17,16:28:04,7291.786999999999,555.4409,27332.0,27331.0,1.0,6.0,2.049299999999903,3.950700000000097
2017-01-17 16:28:05,V0965,2017-01-17,16:28:05,7299.136,557.4902,27323.0,27322.0,1.0,9.0,2.003400000000056,6.996599999999944
2017-01-17 16:28:06,V0965,2017-01-17,16:28:06,7280.6089999999995,559.4936,27316.0,27315.0,1.0,7.0,2.002899999999954,4.997100000000046
2017-01-17 16:28:07,V0965,2017-01-17,16:28:07,7287.377,561.4965,27309.0,27309.0,0.0,6.0,2.0001000000000886,3.9998999999999114
2017-01-17 16:28:08,V0965,2017-01-17,16:28:08,7267.606,563.4966000000001,27299.0,27299.0,0.0,10.0,1.9977999999999838,8.002200000000016
2017-01-17 16:28:09,V0965,2017-01-17,16:28:09,7246.503999999999,565.4944,27288.0,27285.0,3.0,14.0,1.9995999999999867,12.000400000000013
2017-01-17 16:28:10,V0965,2017-01-17,16:28:10,7282.317999999999,567.494,27272.0,27271.0,1.0,14.0,2.0376999999999725,11.962300000000027
2017-01-17 16:28:11,V0965,2017-01-17,16:28:11,7201.324,569.5317,27254.0,27253.0,1.0,18.0,1.9946999999999662,16.005300000000034
2017-01-17 16:28:12,V0965,2017-01-17,16:28:12,7239.177000000001,571.5264,27239.0,27238.0,1.0,15.0,2.0448000000000093,12.95519999999999
2017-01-17 16:28:13,V0965,2017-01-17,16:28:13,7278.1359999999995,573.5712,27231.0,27229.0,2.0,9.0,2.0848000000000866,6.915199999999913
2017-01-17 16:28:14,V0965,2017-01-17,16:28:14,7231.917,575.6560000000001,27225.0,27223.0,2.0,6.0,1.9928999999998496,4.00710000000015
2017-01-17 16:28:15,V0965,2017-01-17,16:28:15,7297.754999999999,577.6488999999999,27218.0,27217.0,1.0,6.0,1.9951000000000931,4.004899999999907
2017-01-17 16:28:16,V0965,2017-01-17,16:28:16,7224.517000000001,579.644,27216.0,27215.0,1.0,2.0,1.996499999999969,0.003500000000030923
2017-01-17 16:28:17,V0965,2017-01-17,16:28:17,7268.289,581.6405,27215.0,27213.0,2.0,2.0,1.9907000000000608,0.009299999999939246
2017-01-17 16:28:18,V0965,2017-01-17,16:28:18,7203.357,583.6312,27210.0,27207.0,3.0,6.0,1.9919999999999618,4.008000000000038
2017-01-17 16:28:19,V0965,2017-01-17,16:28:19,7273.775,585.6232,27205.0,27203.0,2.0,4.0,2.0370000000000346,1.9629999999999654
2017-01-17 16:28:20,V0965,2017-01-17,16:28:20,7274.22,587.6602,27205.0,27204.0,1.0,-1.0,1.9968999999998687,-2.9968999999998687
2017-01-17 16:28:21,V0965,2017-01-17,16:28:21,7242.457,589.6570999999999,27201.0,27200.0,1.0,4.0,2.0324000000000524,1.9675999999999476
2017-01-17 16:28:22,V0965,2017-01-17,16:28:22,7236.829,591.6895,27200.0,27198.0,2.0,2.0,2.078899999999976,-0.07889999999997599
2017-01-17 16:28:23,V0965,2017-01-17,16:28:23,7216.993,593.7683999999999,27200.0,27199.0,1.0,-1.0,1.992200000000139,-2.992200000000139
2017-01-17 16:28:24,V0965,2017-01-17,16:28:24,7254.244,595.7606000000001,27201.0,27200.0,1.0,-1.0,1.9884999999999309,-2.988499999999931
2017-01-17 16:28:25,V0965,2017-01-17,16:28:25,7176.596,597.7491,27207.0,27204.0,3.0,-4.0,1.9892999999999574,-5.989299999999957
2017-01-17 16:28:26,V0965,2017-01-17,16:28:26,7256.753,599.7384,27206.0,27205.0,1.0,-1.0,1.9910999999999603,-2.9910999999999603
2017-01-17 16:28:27,V0965,2017-01-17,16:28:27,7252.61,601.7294999999999,27205.0,27204.0,1.0,1.0,1.9867000000000417,-0.9867000000000417
2017-01-17 16:28:28,V0965,2017-01-17,16:28:28,7209.095,603.7162,27206.0,27205.0,1.0,-1.0,2.033200000000079,-3.033200000000079
2017-01-17 16:28:29,V0965,2017-01-17,16:28:29,7216.817999999999,605.7494,27207.0,27205.0,2.0,0.0,1.9837999999999738,-1.9837999999999738
2017-01-17 16:28:30,V0965,2017-01-17,16:28:30,7238.566000000001,607.7332,27206.0,27205.0,1.0,0.0,2.0335000000000036,-2.0335000000000036
2017-01-17 16:28:31,V0965,2017-01-17,16:28:31,7211.513999999999,609.7667,27206.0,27206.0,0.0,-1.0,2.030599999999936,-3.030599999999936
2017-01-17 16:28:32,V0965,2017-01-17,16:28:32,7239.527,611.7973,27207.0,27205.0,2.0,1.0,2.033300000000054,-1.0333000000000538
2017-01-17 16:28:33,V0965,2017-01-17,16:28:33,7266.659,613.8306,27211.0,27210.0,1.0,-5.0,1.9850000000000136,-6.985000000000014
2017-01-17 16:28:34,V0965,2017-01-17,16:28:34,7261.099,615.8156,27220.0,27218.0,2.0,-8.0,1.9869999999999663,-9.986999999999966
2017-01-17 16:28:35,V0965,2017-01-17,16:28:35,7203.453,617.8026,27221.0,27219.0,2.0,-1.0,1.9834000000000742,-2.983400000000074
2017-01-17 16:28:36,V0965,2017-01-17,16:28:36,7159.484,619.7860000000001,27222.0,27221.0,1.0,-2.0,1.9776999999999134,-3.9776999999999134
2017-01-17 16:28:37,V0965,2017-01-17,16:28:37,7194.8330000000005,621.7637,27216.0,27214.0,2.0,7.0,2.023400000000038,4.976599999999962
2017-01-17 16:28:38,V0965,2017-01-17,16:28:38,7178.486000000001,623.7871,27203.0,27201.0,2.0,13.0,1.976699999999937,11.023300000000063
2017-01-17 16:28:39,V0965,2017-01-17,16:28:39,7231.473000000001,625.7638,27189.0,27187.0,2.0,14.0,2.0229000000000497,11.97709999999995
2017-01-17 16:28:40,V0965,2017-01-17,16:28:40,7168.192999999999,627.7867,27183.0,27181.0,2.0,6.0,2.0195999999999685,3.9804000000000315
2017-01-17 16:28:41,V0965,2017-01-17,16:28:41,7192.862,629.8063,27187.0,27185.0,2.0,-4.0,2.0253000000000156,-6.025300000000016
2017-01-17 16:28:42,V0965,2017-01-17,16:28:42,7232.614,631.8316,27192.0,27189.0,3.0,-4.0,1.9791999999999916,-5.979199999999992
2017-01-17 16:28:43,V0965,2017-01-17,16:28:43,7228.543,633.8108,27189.0,27187.0,2.0,2.0,1.9761000000000877,0.023899999999912325
2017-01-17 16:28:44,V0965,2017-01-17,16:28:44,7163.379999999999,635.7869000000001,27187.0,27185.0,2.0,2.0,1.9769999999998618,0.023000000000138243
2017-01-17 16:28:45,V0965,2017-01-17,16:28:45,7185.304,637.7638999999999,27184.0,27182.0,2.0,3.0,1.9746000000000095,1.0253999999999905
2017-01-17 16:28:46,V0965,2017-01-17,16:28:46,7134.816000000001,639.7384999999999,27176.0,27175.0,1.0,7.0,2.018599999999992,4.981400000000008
2017-01-17 16:28:47,V0965,2017-01-17,16:28:47,7206.847,641.7570999999999,27177.0,27175.0,2.0,0.0,1.9757000000000744,-1.9757000000000744
2017-01-17 16:28:48,V0965,2017-01-17,16:28:48,7199.964,643.7328,27185.0,27183.0,2.0,-8.0,2.0150999999999613,-10.015099999999961
2017-01-17 16:28:49,V0965,2017-01-17,16:28:49,7145.471,645.7479,27186.0,27183.0,3.0,0.0,2.0154000000001133,-2.0154000000001133
2017-01-17 16:28:50,V0965,2017-01-17,16:28:50,7161.112999999999,647.7633000000001,27182.0,27181.0,1.0,2.0,2.0139999999998963,-0.013999999999896318
2017-01-17 16:28:51,V0965,2017-01-17,16:28:51,7162.429999999999,649.7773,27181.0,27180.0,1.0,1.0,1.9732999999999947,-0.9732999999999947
2017-01-17 16:28:52,V0965,2017-01-17,16:28:52,7140.237,651.7506,27182.0,27181.0,1.0,-1.0,1.9725000000000819,-2.972500000000082
2017-01-17 16:28:53,V0965,2017-01-17,16:28:53,7178.2970000000005,653.7231,27191.0,27190.0,1.0,-9.0,1.9723999999999933,-10.972399999999993
2017-01-17 16:28:54,V0965,2017-01-17,16:28:54,7196.351,655.6955,27189.0,27187.0,2.0,3.0,1.968499999999949,1.031500000000051
2017-01-17 16:28:55,V0965,2017-01-17,16:28:55,7129.974,657.664,27188.0,27187.0,1.0,0.0,2.0102000000000544,-2.0102000000000544
2017-01-17 16:28:56,V0965,2017-01-17,16:28:56,7185.013000000001,659.6742,27200.0,27198.0,2.0,-11.0,1.9697999999999638,-12.969799999999964
2017-01-17 16:28:57,V0965,2017-01-17,16:28:57,7207.98,661.644,27197.0,27195.0,2.0,3.0,1.9700000000000273,1.0299999999999727
2017-01-17 16:28:58,V0965,2017-01-17,16:28:58,7145.093999999999,663.614,27198.0,27196.0,2.0,-1.0,2.0540999999999485,-3.0540999999999485
2017-01-17 16:28:59,V0965,2017-01-17,16:28:59,7166.404,665.6681,27200.0,27198.0,2.0,-2.0,2.0131999999999834,-4.0131999999999834
2017-01-17 16:29:00,V0965,2017-01-17,16:29:00,7145.008000000001,667.6813,27201.0,27201.0,0.0,-3.0,1.9656000000001086,-4.965600000000109
2017-01-17 16:29:01,V0965,2017-01-17,16:29:01,7109.535,669.6469000000001,27203.0,27200.0,3.0,1.0,1.961400000000026,-0.961400000000026
2017-01-17 16:29:02,V0965,2017-01-17,16:29:02,7201.642,671.6083000000001,27205.0,27202.0,3.0,-2.0,1.964399999999955,-3.964399999999955
2017-01-17 16:29:03,V0965,2017-01-17,16:29:03,7149.674000000001,673.5727,27205.0,27204.0,1.0,-2.0,1.9612999999999374,-3.9612999999999374
2017-01-17 16:29:04,V0965,2017-01-17,16:29:04,7112.035,675.534,27214.0,27213.0,1.0,-9.0,2.0054000000000087,-11.005400000000009
2017-01-17 16:29:05,V0965,2017-01-17,16:29:05,7120.228,677.5394,27222.0,27221.0,1.0,-8.0,1.9617000000000644,-9.961700000000064
2017-01-17 16:29:06,V0965,2017-01-17,16:29:06,7152.7390000000005,679.5011000000001,27228.0,27228.0,0.0,-7.0,1.9601999999998725,-8.960199999999872
2017-01-17 16:29:07,V0965,2017-01-17,16:29:07,7138.115,681.4612999999999,27234.0,27232.0,2.0,-4.0,2.048900000000117,-6.048900000000117
2017-01-17 16:29:08,V0965,2017-01-17,16:29:08,7120.591,683.5102,27237.0,27237.0,0.0,-5.0,2.0062000000000353,-7.006200000000035
2017-01-17 16:29:09,V0965,2017-01-17,16:29:09,7174.103,685.5164000000001,27241.0,27240.0,1.0,-3.0,1.961799999999812,-4.961799999999812
2017-01-17 16:29:10,V0965,2017-01-17,16:29:10,7160.46,687.4781999999999,27246.0,27245.0,1.0,-5.0,1.955699999999979,-6.955699999999979
2017-01-17 16:29:11,V0965,2017-01-17,16:29:11,7159.543,689.4338999999999,27253.0,27250.0,3.0,-5.0,1.9568000000000438,-6.956800000000044
2017-01-17 16:29:12,V0965,2017-01-17,16:29:12,7128.985000000001,691.3906999999999,27257.0,27256.0,1.0,-6.0,1.959500000000162,-7.959500000000162
2017-01-17 16:29:13,V0965,2017-01-17,16:29:13,7126.34,693.3502000000001,27260.0,27259.0,1.0,-3.0,2.0027999999999793,-5.002799999999979
2017-01-17 16:29:14,V0965,2017-01-17,16:29:14,7111.279,695.3530000000001,27263.0,27261.0,2.0,-2.0,1.9567999999999302,-3.95679999999993
2017-01-17 16:29:15,V0965,2017-01-17,16:29:15,7111.797,697.3098,27266.0,27263.0,3.0,-2.0,1.9547999999999774,-3.9547999999999774
2017-01-17 16:29:16,V0965,2017-01-17,16:29:16,7138.086000000001,699.2646,27263.0,27262.0,1.0,1.0,1.9994000000001506,-0.9994000000001506
2017-01-17 16:29:17,V0965,2017-01-17,16:29:17,7148.785,701.2640000000001,27264.0,27261.0,3.0,1.0,2.0463999999999487,-1.0463999999999487
2017-01-17 16:29:18,V0965,2017-01-17,16:29:18,7100.755,703.3104000000001,27262.0,27259.0,3.0,2.0,1.946999999999889,0.05300000000011096
2017-01-17 16:29:19,V0965,2017-01-17,16:29:19,7055.713,705.2574,27260.0,27257.0,3.0,2.0,1.9476000000000795,0.05239999999992051
2017-01-17 16:29:20,V0965,2017-01-17,16:29:20,7097.353999999999,707.205,27260.0,27258.0,2.0,-1.0,1.9513000000000602,-2.95130000000006
2017-01-17 16:29:21,V0965,2017-01-17,16:29:21,7131.094,709.1563000000001,27259.0,27256.0,3.0,2.0,1.9518999999999096,0.048100000000090404
2017-01-17 16:29:22,V0965,2017-01-17,16:29:22,7102.07,711.1082,27259.0,27256.0,3.0,0.0,1.9945999999998776,-1.9945999999998776
2017-01-17 16:29:23,V0965,2017-01-17,16:29:23,7086.59,713.1027999999999,27261.0,27260.0,1.0,-4.0,1.9446000000001504,-5.94460000000015
2017-01-17 16:29:24,V0965,2017-01-17,16:29:24,7061.410999999999,715.0474,27259.0,27258.0,1.0,2.0,1.9530999999999494,0.04690000000005057
2017-01-17 16:29:25,V0965,2017-01-17,16:29:25,7067.103,717.0005,27259.0,27256.0,3.0,2.0,1.9923000000000002,0.007699999999999818
2017-01-17 16:29:26,V0965,2017-01-17,16:29:26,7111.454000000001,718.9928,27258.0,27256.0,2.0,0.0,2.0375000000000227,-2.0375000000000227
2017-01-17 16:29:27,V0965,2017-01-17,16:29:27,7049.985,721.0303,27258.0,27256.0,2.0,0.0,1.94500000000005,-1.94500000000005
2017-01-17 16:29:28,V0965,2017-01-17,16:29:28,7114.369000000001,722.9753000000001,27259.0,27257.0,2.0,-1.0,1.9485999999999422,-2.948599999999942
2017-01-17 16:29:29,V0965,2017-01-17,16:29:29,7079.024,724.9239,27257.0,27256.0,1.0,1.0,1.9501999999999953,-0.9501999999999953
2017-01-17 16:29:30,V0965,2017-01-17,16:29:30,7054.171,726.8741,27256.0,27256.0,0.0,0.0,1.943899999999985,-1.943899999999985
2017-01-17 16:29:31,V0965,2017-01-17,16:29:31,7026.644,728.818,27251.0,27251.0,0.0,5.0,1.989400000000046,3.010599999999954
2017-01-17 16:29:32,V0965,2017-01-17,16:29:32,7080.285999999999,730.8074,27248.0,27248.0,0.0,3.0,1.9465000000000146,1.0534999999999854
2017-01-17 16:29:33,V0965,2017-01-17,16:29:33,7055.697,732.7539,27245.0,27244.0,1.0,4.0,1.9459000000000515,2.0540999999999485
2017-01-17 16:29:34,V0965,2017-01-17,16:29:34,7058.3060000000005,734.6998000000001,27243.0,27241.0,2.0,3.0,1.9853999999999132,1.0146000000000868
2017-01-17 16:29:35,V0965,2017-01-17,16:29:35,7049.147,736.6852,27237.0,27235.0,2.0,6.0,1.9855000000001155,4.0144999999998845
2017-01-17 16:29:36,V0965,2017-01-17,16:29:36,7059.033,738.6707000000001,27236.0,27235.0,1.0,0.0,1.986899999999764,-1.986899999999764
2017-01-17 16:29:37,V0965,2017-01-17,16:29:37,7063.915999999999,740.6575999999999,27236.0,27235.0,1.0,0.0,1.93950000000018,-1.93950000000018
2017-01-17 16:29:38,V0965,2017-01-17,16:29:38,7083.746,742.5971000000001,27234.0,27233.0,1.0,2.0,1.937599999999975,0.0624000000000251
2017-01-17 16:29:39,V0965,2017-01-17,16:29:39,7016.674000000001,744.5347,27231.0,27229.0,2.0,4.0,1.9390999999999394,2.0609000000000606
2017-01-17 16:29:40,V0965,2017-01-17,16:29:40,6993.464,746.4738,27229.0,27228.0,1.0,1.0,1.9806999999999562,-0.9806999999999562
2017-01-17 16:29:41,V0965,2017-01-17,16:29:41,7107.355,748.4544999999999,27227.0,27225.0,2.0,3.0,1.939899999999966,1.060100000000034
2017-01-17 16:29:42,V0965,2017-01-17,16:29:42,7080.7300000000005,750.3943999999999,27227.0,27225.0,2.0,0.0,1.9391000000000531,-1.9391000000000531
2017-01-17 16:29:43,V0965,2017-01-17,16:29:43,7042.52,752.3335,27224.0,27224.0,0.0,1.0,1.977200000000039,-0.9772000000000389
2017-01-17 16:29:44,V0965,2017-01-17,16:29:44,7028.033,754.3107,27224.0,27224.0,0.0,0.0,1.9823999999999842,-1.9823999999999842
